;683963040;6351060;CDN;1022804609;CHY7303; MOUTIERS TARENTAISE;73600;MOUTIERS TARENTAISE;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963041;6351064;CDN;1022804617;CHY7303; BOURG SAINT MAURICE;73700;BOURG SAINT MAURICE;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963041;6351069;CDN;1022804617;CHY7303; BOURG SAINT MAURICE;73700;BOURG SAINT MAURICE;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963042;6351073;CDN;1022802813;ANY7409; ANNECY LES FINS;74000;ANNECY;Cat2;1PS54A;HP LJ MFP E52645DN;;;2021/10/18;A preparer;
;683963042;6351079;CDN;1022802813;ANY7409; ANNECY LES FINS;74000;ANNECY;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963042;6351084;CDN;1022802813;ANY7409; ANNECY LES FINS;74000;ANNECY;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963042;6351088;CDN;1022802813;ANY7409; ANNECY LES FINS;74000;ANNECY;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963044;6351092;CDN;1022802864;ANY7409; ANNEMASSE;74100;ANNEMASSE;Cat2;1PS54A;HP LJ MFP E52645DN;;;2021/10/18;A preparer;
;683963044;6351098;CDN;1022802864;ANY7409; ANNEMASSE;74100;ANNEMASSE;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963044;6351103;CDN;1022802864;ANY7409; ANNEMASSE;74100;ANNEMASSE;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963044;6351107;CDN;1022802864;ANY7409; ANNEMASSE;74100;ANNEMASSE;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963045;6351111;CDN;1022804615;ANY7409; LEMAN ENTREPRISES (DIRECTION GROUPE);74100;JUVIGNY;Cat4;3GY25A;HP CLJ MFP E57540DN;;;2021/10/18;A preparer;
;683963045;6351120;CDN;1022804615;ANY7409; LEMAN ENTREPRISES (DIRECTION GROUPE);74100;JUVIGNY;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963048;6351124;CDN;1022802886;ANY7409; VILLE LA GRAND;74100;VILLE LA GRAND;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963048;6351129;CDN;1022802886;ANY7409; VILLE LA GRAND;74100;VILLE LA GRAND;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963049;6351133;CDN;1055802623;TNT79NIO;NIORT                   ;79002;NIORT CEDEX;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963049;6351138;CDN;1055802623;TNT79NIO;NIORT                   ;79002;NIORT CEDEX;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963049;6351142;CDN;1055802623;TNT79NIO;NIORT                   ;79002;NIORT CEDEX;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963050;6351146;CDN;1055802652;LRY8506;LA ROCHE SUR YON        ;85016;ROCHE S/YON CEDEX;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963050;6351151;CDN;1055802652;LRY8506;LA ROCHE SUR YON        ;85016;ROCHE S/YON CEDEX;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963051;6351155;CDN;1055804521;LRY8506;LES SABLES D OLONNE     ;85100;LES SABLES D OLONNE;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963051;6351160;CDN;1055804521;LRY8506;LES SABLES D OLONNE     ;85100;LES SABLES D OLONNE;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
;683963052;6351164;CDN;1055804538;LRY8506;CHALLANS                ;85300;CHALLANS;Cat2FE;3PZ75A;HP LJ MFP E42540F;;;2021/10/18;A preparer;
;683963052;6351169;CDN;1055804538;LRY8506;CHALLANS                ;85300;CHALLANS;Cat1;3PZ35A;HP LJ E40040DN;;;2021/10/18;A preparer;
